Gene ID,source_id,Product Description,Gene Type,Input ID,# Transcripts,Transcript Length,Genomic Location (Transcript),Genomic Location (Gene),Gene Name or Symbol
Tb927.3.5830,Tb927.3.5830:mRNA,"expression site-associated gene 1 (ESAG1) protein, putative",protein coding,Tb927.3.5830,1,978,Tb927_03_v5.1:1628735..1629709(+),"Tb927_03_v5.1:1,628,732..1,629,709(+)",N/A
Tb927.3.585,Tb927.3.585:mRNA,hypothetical protein,protein coding,Tb927.3.585,1,407,Tb927_03_v5.1:132747..133100(-),"Tb927_03_v5.1:132,747..133,153(-)",N/A
Tb927.3.590,Tb927.3.590:mRNA,"adenosine transporter, putative",protein coding,Tb927.3.590,1,1440,Tb927_03_v5.1:147115..148503(+),"Tb927_03_v5.1:147,064..148,503(+)",AT-E
Tb927.3.600,Tb927.3.600:mRNA,hypothetical protein,protein coding,Tb927.3.600,1,3970,Tb927_03_v5.1:152524..153222(-),"Tb927_03_v5.1:149,271..153,240(-)",N/A
Tb927.3.610,Tb927.3.610:mRNA,"N-acetyltransferase complex ARD1 subunit, putative",protein coding,Tb927.3.610,1,586,Tb927_03_v5.1:156134..156694(-),"Tb927_03_v5.1:156,134..156,719(-)",N/A
Tb927.3.620,Tb927.3.620:mRNA,"ATP-dependent DEAD/H RNA helicase, putative",protein coding,Tb927.3.620,1,2706,Tb927_03_v5.1:157055..159481(-),"Tb927_03_v5.1:156,847..159,552(-)",N/A
Tb927.3.630,Tb927.3.630:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.630,1,507,Tb927_03_v5.1:159923..160147(-),"Tb927_03_v5.1:159,729..160,235(-)",N/A
Tb927.3.640,Tb927.3.640:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.640,1,1038,Tb927_03_v5.1:160524..161414(-),"Tb927_03_v5.1:160,377..161,414(-)",N/A
Tb927.3.650,Tb927.3.650:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.650,1,472,Tb927_03_v5.1:161754..161942(-),"Tb927_03_v5.1:161,532..162,003(-)",N/A
Tb927.3.660,Tb927.3.660:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.660,1,1219,Tb927_03_v5.1:162237..163373(-),"Tb927_03_v5.1:162,237..163,455(-)",N/A
Tb927.3.670,Tb927.3.670:mRNA,hypothetical protein,protein coding,Tb927.3.670,1,1463,Tb927_03_v5.1:163700..165148(-),"Tb927_03_v5.1:163,700..165,162(-)",N/A
Tb927.3.680,Tb927.3.680:mRNA,"cytochrome P450, putative",protein coding,Tb927.3.680,1,2736,Tb927_03_v5.1:165709..167463(-),"Tb927_03_v5.1:165,709..168,444(-)",N/A
Tb927.3.690,Tb927.3.690:mRNA,"CMGC/RCK protein kinase, putative",protein coding,Tb927.3.690,1,2692,Tb927_03_v5.1:168911..170662(-),"Tb927_03_v5.1:168,318..171,009(-)",N/A
Tb927.3.700,Tb927.3.700:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.700,1,337,Tb927_03_v5.1:171635..171892(-),"Tb927_03_v5.1:171,635..171,971(-)",N/A
Tb927.3.710,Tb927.3.710:mRNA,"RING-variant domain containing protein, putative",protein coding,Tb927.3.710,1,3105,Tb927_03_v5.1:172362..174359(-),"Tb927_03_v5.1:172,235..175,339(-)",N/A
Tb927.3.720,Tb927.3.720:mRNA,zinc finger protein 3,protein coding,Tb927.3.720,1,977,Tb927_03_v5.1:176779..177171(-),"Tb927_03_v5.1:176,506..177,482(-)",ZFP3
Tb927.3.730,Tb927.3.730:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.730,1,1820,Tb927_03_v5.1:178111..179022(-),"Tb927_03_v5.1:177,312..179,131(-)",N/A
Tb927.3.740,Tb927.3.740:mRNA,"ZFP family member, putative",protein coding,Tb927.3.740,1,1088,Tb927_03_v5.1:180970..181710(-),"Tb927_03_v5.1:180,970..182,057(-)",ZC3H5
Tb927.3.750,Tb927.3.750:mRNA,"SET domain containing protein, putative",protein coding,Tb927.3.750,1,1579,Tb927_03_v5.1:182419..183423(-),"Tb927_03_v5.1:181,871..183,449(-)",N/A
Tb927.3.760,Tb927.3.760:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.760,1,1680,Tb927_03_v5.1:183811..185463(-),"Tb927_03_v5.1:183,811..185,490(-)",N/A
Tb927.3.770,Tb927.3.770:mRNA,"Mitochondrial SSU ribosomal protein, putative",protein coding,Tb927.3.770,1,863,Tb927_03_v5.1:185886..186431(-),"Tb927_03_v5.1:185,626..186,488(-)",mS33
Tb927.3.780,Tb927.3.780:mRNA,proteasome alpha 7 subunit,protein coding,Tb927.3.780,1,811,Tb927_03_v5.1:187245..187958(-),"Tb927_03_v5.1:187,245..188,055(-)",TbPSA7
Tb927.3.790,Tb927.3.790:mRNA,"zinc finger CCCH domain-containing protein 6, putative",protein coding,Tb927.3.790,1,1140,Tb927_03_v5.1:188229..189299(-),"Tb927_03_v5.1:188,200..189,339(-)",ZC3H6
Tb927.3.800,Tb927.3.800:mRNA,"Vacuolar iron transporter 1, putative",protein coding,Tb927.3.800,1,1792,Tb927_03_v5.1:190449..191294(-),"Tb927_03_v5.1:189,558..191,349(-)",VIT1
Tb927.3.810,Tb927.3.810:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.810,1,1096,Tb927_03_v5.1:191584..192588(-),"Tb927_03_v5.1:191,584..192,679(-)",N/A
Tb927.3.820,Tb927.3.820:mRNA,"LSU ribosomal protein, mitochondrial, putative",protein coding,Tb927.3.820,1,648,Tb927_03_v5.1:192821..193387(-),"Tb927_03_v5.1:192,821..193,468(-)",N/A
Tb927.3.830,Tb927.3.830:mRNA,"flap endonuclease-1 (FEN-1), putative",protein coding,Tb927.3.830,1,1214,Tb927_03_v5.1:193729..194910(-),"Tb927_03_v5.1:193,729..194,942(-)",N/A
Tb927.3.840,Tb927.3.840:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.840,1,1531,Tb927_03_v5.1:195485..196552(-),"Tb927_03_v5.1:195,057..196,587(-)",N/A
Tb927.3.850,Tb927.3.850:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.850,1,2958,Tb927_03_v5.1:198108..200372(-),"Tb927_03_v5.1:198,108..201,065(-)",N/A
Tb927.3.860,Tb927.3.860:mRNA,"Acyl carrier protein, mitochondrial",protein coding,Tb927.3.860,1,734,Tb927_03_v5.1:201449..201895(-),"Tb927_03_v5.1:201,175..201,908(-)",ACP
Tb927.3.870,Tb927.3.870:mRNA,"Histone RNA hairpin-binding protein RNA-binding domain containing protein, putative",protein coding,Tb927.3.870,1,1375,Tb927_03_v5.1:206219..207517(+),"Tb927_03_v5.1:206,155..207,529(+)",SLBP2
Tb927.3.880,Tb927.3.880:mRNA,"Ankyrin repeats (3 copies), putative",protein coding,Tb927.3.880,1,760,Tb927_03_v5.1:207829..208563(+),"Tb927_03_v5.1:207,804..208,563(+)",N/A
Tb927.3.890,Tb927.3.890:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.890,1,943,Tb927_03_v5.1:208791..209708(+),"Tb927_03_v5.1:208,766..209,708(+)",N/A
Tb927.3.900,Tb927.3.900:mRNA,"PUB domain containing protein, putative",protein coding,Tb927.3.900,1,1168,Tb927_03_v5.1:209898..210968(+),"Tb927_03_v5.1:209,858..211,025(+)",N/A
Tb927.3.910,Tb927.3.910:mRNA,tubulin gamma chain,protein coding,Tb927.3.910,1,1533,Tb927_03_v5.1:211340..212683(+),"Tb927_03_v5.1:211,151..212,683(+)",TUBG
Tb927.3.920,Tb927.3.920:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.920,1,3701,Tb927_03_v5.1:213287..216754(+),"Tb927_03_v5.1:213,261..216,961(+)",N/A
Tb927.3.930,Tb927.3.930:mRNA,"dynein heavy chain, putative",protein coding,Tb927.3.930,1,15008,Tb927_03_v5.1:217342..231261(+),"Tb927_03_v5.1:217,061..232,068(+)",N/A
Tb927.3.940,Tb927.3.940:mRNA,"Complex 1 protein (LYR family), putative",protein coding,Tb927.3.940,1,1012,Tb927_03_v5.1:232251..232715(+),"Tb927_03_v5.1:231,840..232,851(+)",N/A
Tb927.3.945,Tb927.3.945:mRNA,hypothetical protein,protein coding,Tb927.3.945,1,1502,Tb927_03_v5.1:233060..233434(+),"Tb927_03_v5.1:232,991..234,492(+)",N/A
Tb927.3.950,Tb927.3.950:mRNA,"2OG-Fe(II) oxygenase superfamily, putative",protein coding,Tb927.3.950,1,2881,Tb927_03_v5.1:235135..236397(+),"Tb927_03_v5.1:234,877..237,757(+)",N/A
Tb927.3.960,Tb927.3.960:mRNA,"protein transport protein Sec61 gamma subunit, putative",protein coding,Tb927.3.960,1,841,Tb927_03_v5.1:237829..238038(+),"Tb927_03_v5.1:237,656..238,496(+)",N/A
Tb927.3.970,Tb927.3.970:mRNA,"Mitochondrial SSU ribosomal protein, putative",protein coding,Tb927.3.970,1,1414,Tb927_03_v5.1:238985..240097(+),"Tb927_03_v5.1:238,813..240,226(+)",mt-SAF21
Tb927.3.980,Tb927.3.980:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.980,1,2289,Tb927_03_v5.1:240544..242646(+),"Tb927_03_v5.1:240,358..242,646(+)",N/A
Tb927.3.990,Tb927.3.990:mRNA,"hypothetical protein, conserved",protein coding,Tb927.3.990,1,2110,Tb927_03_v5.1:243247..244818(+),"Tb927_03_v5.1:243,207..245,316(+)",N/A
Tb927.4.100,Tb927.4.100:pseudogenic_transcript,"retrotransposon hot spot protein 1 (RHS1), interrupted",protein coding,Tb927.4.100,1,1695,Tb927_04_v5.1:1682..3133(-),"Tb927_04_v5.1:1,439..3,133(-)",N/A
Tb927.4.1000,Tb927.4.1000:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1000,1,4231,Tb927_04_v5.1:275000..275665(-),"Tb927_04_v5.1:271,688..275,918(-)",N/A
Tb927.4.1010,Tb927.4.1010:mRNA,hypothetical protein,protein coding,Tb927.4.1010,1,276,Tb927_04_v5.1:275955..276230(-),"Tb927_04_v5.1:275,955..276,230(-)",N/A
Tb927.4.1020,Tb927.4.1020:mRNA,"serine-palmitoyl-CoA transferase, putative",protein coding,Tb927.4.1020,1,1605,Tb927_04_v5.1:276640..278112(-),"Tb927_04_v5.1:276,640..278,244(-)",SPT
Tb927.4.1030,Tb927.4.1030:mRNA,"Protein of unknown function (DUF501), putative",protein coding,Tb927.4.1030,1,909,Tb927_04_v5.1:278752..279579(-),"Tb927_04_v5.1:278,752..279,660(-)",N/A
Tb927.4.1040,Tb927.4.1040:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1040,1,945,Tb927_04_v5.1:280221..280721(-),"Tb927_04_v5.1:279,831..280,775(-)",N/A
Tb927.4.1050,Tb927.4.1050:mRNA,inositol-pentakisphosphate 2-kinase,protein coding,Tb927.4.1050,1,1587,Tb927_04_v5.1:281014..282399(-),"Tb927_04_v5.1:280,849..282,435(-)",IP5K
Tb927.4.1060,Tb927.4.1060:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1060,1,3360,Tb927_04_v5.1:282675..285980(-),"Tb927_04_v5.1:282,675..286,034(-)",N/A
Tb927.4.1070,Tb927.4.1070:mRNA,Mitochondrial ribosomal protein L13,protein coding,Tb927.4.1070,1,879,Tb927_04_v5.1:286380..286988(-),"Tb927_04_v5.1:286,282..287,160(-)",MRPL13
Tb927.4.1080,Tb927.4.1080:mRNA,"V-type ATPase, A subunit, putative",protein coding,Tb927.4.1080,1,2042,Tb927_04_v5.1:288135..289967(-),"Tb927_04_v5.1:288,135..290,176(-)",VAA
Tb927.4.1090,Tb927.4.1090:mRNA,"endosomal integral membrane protein, putative",protein coding,Tb927.4.1090,1,2405,Tb927_04_v5.1:290687..292591(-),"Tb927_04_v5.1:290,368..292,772(-)",N/A
Tb927.4.110,Tb927.4.110:pseudogenic_transcript,"retrotransposon hot spot protein 1 (RHS1), interrupted",protein coding,Tb927.4.110,1,1141,Tb927_04_v5.1:3639..4715(-),"Tb927_04_v5.1:3,639..4,779(-)",N/A
Tb927.4.1100,Tb927.4.1100:mRNA,"ribosomal protein L21E (60S), putative",protein coding,Tb927.4.1100,1,587,Tb927_04_v5.1:293016..293495(-),"Tb927_04_v5.1:292,921..293,507(-)",N/A
Tb927.4.1110,Tb927.4.1110:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1110,1,1957,Tb927_04_v5.1:294225..295604(-),"Tb927_04_v5.1:293,731..295,687(-)",N/A
Tb927.4.1120,Tb927.4.1120:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1120,1,1577,Tb927_04_v5.1:296344..297870(-),"Tb927_04_v5.1:296,344..297,920(-)",N/A
Tb927.4.1130,Tb927.4.1130:mRNA,"Complex 1 protein (LYR family), putative",protein coding,Tb927.4.1130,1,1223,Tb927_04_v5.1:298829..299326(-),"Tb927_04_v5.1:298,120..299,342(-)",N/A
Tb927.4.1140,Tb927.4.1140:mRNA,"phosphatidylinositol 4-kinase, putative",protein coding,Tb927.4.1140,1,1837,Tb927_04_v5.1:300197..301942(-),"Tb927_04_v5.1:300,197..302,033(-)",N/A
Tb927.4.1150,Tb927.4.1150:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1150,1,2264,Tb927_04_v5.1:302414..304639(-),"Tb927_04_v5.1:302,414..304,677(-)",N/A
Tb927.4.1160,Tb927.4.1160:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1160,1,2858,Tb927_04_v5.1:306804..309530(-),"Tb927_04_v5.1:306,804..309,661(-)",N/A
Tb927.4.1170,Tb927.4.1170:mRNA,"ankyrin, putative",protein coding,Tb927.4.1170,1,1044,Tb927_04_v5.1:309801..310820(-),"Tb927_04_v5.1:309,801..310,844(-)",N/A
Tb927.4.1180,Tb927.4.1180.1:mRNA,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative",protein coding,Tb927.4.1180,2,766,Tb927_04_v5.1:311027..311587(-),"Tb927_04_v5.1:311,027..312,039(-)",N/A
Tb927.4.1180,Tb927.4.1180.2:mRNA,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative",protein coding,Tb927.4.1180,2,1013,Tb927_04_v5.1:311027..312034(-),"Tb927_04_v5.1:311,027..312,039(-)",N/A
Tb927.4.1190,Tb927.4.1190:mRNA,"LicD family, putative",protein coding,Tb927.4.1190,1,651,Tb927_04_v5.1:312215..312826(-),"Tb927_04_v5.1:312,215..312,865(-)",N/A
Tb927.4.120,Tb927.4.120:mRNA,hypothetical protein,protein coding,Tb927.4.120,1,3313,Tb927_04_v5.1:12267..12638(+),"Tb927_04_v5.1:10,210..13,522(+)",N/A
Tb927.4.1200,Tb927.4.1200:mRNA,"expression site-associated gene 1 (ESAG1) protein, putative",protein coding,Tb927.4.1200,1,1129,Tb927_04_v5.1:319468..320463(+),"Tb927_04_v5.1:319,455..320,583(+)",N/A
Tb927.4.1210,Tb927.4.1210:mRNA,hypothetical protein,protein coding,Tb927.4.1210,1,3147,Tb927_04_v5.1:323947..324501(-),"Tb927_04_v5.1:322,149..325,295(-)",N/A
Tb927.4.1220,Tb927.4.1220:mRNA,"leucine-rich repeat protein (LRRP), putative",protein coding,Tb927.4.1220,1,1012,Tb927_04_v5.1:328133..328915(-),"Tb927_04_v5.1:328,049..329,060(-)",N/A
Tb927.4.1230,Tb927.4.1230:mRNA,hypothetical protein,protein coding,Tb927.4.1230,1,1022,Tb927_04_v5.1:329308..330303(-),"Tb927_04_v5.1:329,308..330,329(-)",N/A
Tb927.4.1240,Tb927.4.1240:mRNA,hypothetical protein,protein coding,Tb927.4.1240,1,1002,Tb927_04_v5.1:331064..331417(-),"Tb927_04_v5.1:330,542..331,543(-)",N/A
Tb927.4.1250,Tb927.4.1250:mRNA,"peroxisome biogenesis factor 1, putative",protein coding,Tb927.4.1250,1,3131,Tb927_04_v5.1:331823..334558(-),"Tb927_04_v5.1:331,483..334,613(-)",N/A
Tb927.4.1260,Tb927.4.1260:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1260,1,1318,Tb927_04_v5.1:335012..336016(-),"Tb927_04_v5.1:334,735..336,052(-)",N/A
Tb927.4.1270,Tb927.4.1270:mRNA,"ruvB-like DNA helicase, putative",protein coding,Tb927.4.1270,1,1754,Tb927_04_v5.1:336560..337939(-),"Tb927_04_v5.1:336,235..337,988(-)",N/A
Tb927.4.1280,Tb927.4.1280:mRNA,"Tetratricopeptide repeat, putative",protein coding,Tb927.4.1280,1,1375,Tb927_04_v5.1:338347..339543(-),"Tb927_04_v5.1:338,191..339,565(-)",N/A
Tb927.4.1290,Tb927.4.1290:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1290,1,841,Tb927_04_v5.1:339925..340539(-),"Tb927_04_v5.1:339,721..340,561(-)",N/A
Tb927.4.130,Tb927.4.130:pseudogenic_transcript,"receptor-type adenylate cyclase GRESAG 4, pseudogene, putative",protein coding,Tb927.4.130,1,3489,Tb927_04_v5.1:13666..16569(+),"Tb927_04_v5.1:13,081..16,569(+)",N/A
Tb927.4.1300,Tb927.4.1300:mRNA,"amidinotransferase, putative",protein coding,Tb927.4.1300,1,1959,Tb927_04_v5.1:341652..342776(-),"Tb927_04_v5.1:341,011..342,969(-)",N/A
Tb927.4.1310,Tb927.4.1310:mRNA,"ZFP family member, putative",protein coding,Tb927.4.1310,1,1616,Tb927_04_v5.1:343280..344695(-),"Tb927_04_v5.1:343,085..344,700(-)",ZC3H9
Tb927.4.1320,Tb927.4.1320:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1320,1,2900,Tb927_04_v5.1:345185..347911(-),"Tb927_04_v5.1:345,185..348,084(-)",N/A
Tb927.4.1330,Tb927.4.1330:mRNA,"DNA topoisomerase IB, large subunit",protein coding,Tb927.4.1330,1,2323,Tb927_04_v5.1:349237..351327(-),"Tb927_04_v5.1:349,153..351,475(-)",N/A
Tb927.4.1340,Tb927.4.1340:mRNA,Cleavage and polyadenylation specificity factor subunit,protein coding,Tb927.4.1340,1,2725,Tb927_04_v5.1:351971..354283(-),"Tb927_04_v5.1:351,602..354,326(-)",CPSF73
Tb927.4.1350,Tb927.4.1350:mRNA,glyoxalase II,protein coding,Tb927.4.1350,1,1621,Tb927_04_v5.1:354577..356010(-),"Tb927_04_v5.1:354,470..356,090(-)",glx2-2
Tb927.4.1360,Tb927.4.1360:mRNA,"Glucose-6-phosphate 1-epimerase, putative",protein coding,Tb927.4.1360,1,1306,Tb927_04_v5.1:356652..357533(-),"Tb927_04_v5.1:356,375..357,680(-)",N/A
Tb927.4.1370,Tb927.4.1370:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1370,1,655,Tb927_04_v5.1:357984..358439(-),"Tb927_04_v5.1:357,793..358,447(-)",mt-SAF31
Tb927.4.1380,Tb927.4.1380:mRNA,"D-Tyr-tRNA(Tyr) deacylase, putative",protein coding,Tb927.4.1380,1,685,Tb927_04_v5.1:358693..359220(-),"Tb927_04_v5.1:358,570..359,254(-)",N/A
Tb927.4.1390,Tb927.4.1390:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1390,1,3967,Tb927_04_v5.1:360414..363218(-),"Tb927_04_v5.1:359,384..363,350(-)",N/A
Tb927.4.140,Tb927.4.140:mRNA,hypothetical protein,protein coding,Tb927.4.140,1,466,Tb927_04_v5.1:17401..17667(+),"Tb927_04_v5.1:17,202..17,667(+)",N/A
Tb927.4.1400,Tb927.4.1400:mRNA,"vacuolar transport protein 4A, putative",protein coding,Tb927.4.1400,1,1835,Tb927_04_v5.1:363820..365202(-),"Tb927_04_v5.1:363,490..365,324(-)",N/A
Tb927.4.1410,Tb927.4.1410:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1410,1,1964,Tb927_04_v5.1:365566..367410(-),"Tb927_04_v5.1:365,453..367,416(-)",N/A
Tb927.4.1420,Tb927.4.1420:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1420,1,485,Tb927_04_v5.1:367940..368344(-),"Tb927_04_v5.1:367,940..368,424(-)",N/A
Tb927.4.1430,Tb927.4.1430:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1430,1,1756,Tb927_04_v5.1:368836..370239(-),"Tb927_04_v5.1:368,607..370,362(-)",N/A
Tb927.4.1440,Tb927.4.1440:mRNA,"probable rRNA maturation factor YbeY, putative",protein coding,Tb927.4.1440,1,806,Tb927_04_v5.1:370664..371281(-),"Tb927_04_v5.1:370,479..371,284(-)",N/A
Tb927.4.1450,Tb927.4.1450:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1450,1,1332,Tb927_04_v5.1:371443..372708(-),"Tb927_04_v5.1:371,443..372,774(-)",N/A
Tb927.4.1460,Tb927.4.1460:mRNA,"Zn-finger in ubiquitin-hydrolases and other protein, putative",protein coding,Tb927.4.1460,1,1629,Tb927_04_v5.1:373162..374652(-),"Tb927_04_v5.1:373,162..374,790(-)",N/A
Tb927.4.1470,Tb927.4.1470:mRNA,"Domain of unknown function (DUF4379), putative",protein coding,Tb927.4.1470,1,445,Tb927_04_v5.1:375059..375490(-),"Tb927_04_v5.1:375,059..375,503(-)",mt-SAF33
Tb927.4.1480,Tb927.4.1480:mRNA,DNA cross-link repair protein pso2/snm1,protein coding,Tb927.4.1480,1,3075,Tb927_04_v5.1:376506..378668(-),"Tb927_04_v5.1:375,638..378,712(-)",SNM1
Tb927.4.1490,Tb927.4.1490:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1490,1,1878,Tb927_04_v5.1:379060..380871(-),"Tb927_04_v5.1:379,060..380,937(-)",N/A
Tb927.4.150,Tb927.4.150:mRNA,"Protein of unknown function (DUF1181), putative",protein coding,Tb927.4.150,1,570,Tb927_04_v5.1:18000..18425(+),"Tb927_04_v5.1:17,988..18,557(+)",N/A
Tb927.4.1500,Tb927.4.1500:mRNA,RNA editing associated helicase 2,protein coding,Tb927.4.1500,1,6930,Tb927_04_v5.1:381487..387990(-),"Tb927_04_v5.1:381,073..388,002(-)",REH2
Tb927.4.1510,Tb927.4.1510:mRNA,"phospholipid-translocating ATPase, putative",protein coding,Tb927.4.1510,1,3251,Tb927_04_v5.1:388959..392201(-),"Tb927_04_v5.1:388,959..392,209(-)",N/A
Tb927.4.1520,Tb927.4.1520:mRNA,"Simiate family protein, putative",protein coding,Tb927.4.1520,1,695,Tb927_04_v5.1:392499..393092(-),"Tb927_04_v5.1:392,401..393,095(-)",N/A
Tb927.4.1530,Tb927.4.1530:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1530,1,2945,Tb927_04_v5.1:393395..396307(-),"Tb927_04_v5.1:393,395..396,339(-)",N/A
Tb927.4.1540,Tb927.4.1540:mRNA,"NAD dependent epimerase/dehydratase family, putative",protein coding,Tb927.4.1540,1,4437,Tb927_04_v5.1:398737..400263(-),"Tb927_04_v5.1:396,608..401,044(-)",POMP27
Tb927.4.1550,Tb927.4.1550:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1550,1,2200,Tb927_04_v5.1:402146..403495(-),"Tb927_04_v5.1:401,302..403,501(-)",N/A
Tb927.4.1560,Tb927.4.1560:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1560,1,1689,Tb927_04_v5.1:404419..406026(-),"Tb927_04_v5.1:404,419..406,107(-)",N/A
Tb927.4.1570,Tb927.4.1570:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1570,1,1215,Tb927_04_v5.1:406346..407293(-),"Tb927_04_v5.1:406,217..407,431(-)",N/A
Tb927.4.1580,Tb927.4.1580:mRNA,"WW domain containing protein, putative",protein coding,Tb927.4.1580,1,709,Tb927_04_v5.1:407935..408564(-),"Tb927_04_v5.1:407,935..408,643(-)",N/A
Tb927.4.1590,Tb927.4.1590.1,Present in the outer mitochondrial membrane proteome 28,protein coding,Tb927.4.1590,2,1297,Tb927_04_v5.1:408940..410232(-),"Tb927_04_v5.1:408,940..410,236(-)",POMP28
Tb927.4.1590,Tb927.4.1590.2,Present in the outer mitochondrial membrane proteome 28,protein coding,Tb927.4.1590,2,1264,Tb927_04_v5.1:408940..409995(-),"Tb927_04_v5.1:408,940..410,236(-)",POMP28
Tb927.4.160,Tb927.4.160:pseudogenic_transcript,"leucine-rich repeat protein 1 (LRRP1), frameshift",protein coding,Tb927.4.160,1,4359,Tb927_04_v5.1:18596..22942(+),"Tb927_04_v5.1:18,584..22,942(+)",N/A
Tb927.4.1600,Tb927.4.1600:mRNA,"AAA domain containing protein, putative",protein coding,Tb927.4.1600,1,830,Tb927_04_v5.1:410608..411312(-),"Tb927_04_v5.1:410,608..411,437(-)",N/A
Tb927.4.1610,Tb927.4.1610:mRNA,Tripartite attachment complex 40,protein coding,Tb927.4.1610,1,1845,Tb927_04_v5.1:412095..413174(-),"Tb927_04_v5.1:411,637..413,481(-)",TAC40
Tb927.4.1620,Tb927.4.1620:mRNA,phosphatidylinositol phosphate kinase alpha,protein coding,Tb927.4.1620,1,2217,Tb927_04_v5.1:414313..415758(-),"Tb927_04_v5.1:413,613..415,829(-)",PIPKA
Tb927.4.1630,Tb927.4.1630:mRNA,ribosomal RNA processing protein 6,protein coding,Tb927.4.1630,1,2227,Tb927_04_v5.1:416437..418548(-),"Tb927_04_v5.1:416,333..418,559(-)",RRP6
Tb927.4.1640,Tb927.4.1640:mRNA,Nucleotide sugar transporter 3,protein coding,Tb927.4.1640,1,1637,Tb927_04_v5.1:419188..420210(-),"Tb927_04_v5.1:418,722..420,358(-)",NST3
Tb927.4.1650,Tb927.4.1650:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1650,1,2363,Tb927_04_v5.1:421895..423580(-),"Tb927_04_v5.1:421,895..424,257(-)",N/A
Tb927.4.1660,Tb927.4.1660:mRNA,"mitochondrial carrier protein, putative",protein coding,Tb927.4.1660,1,1819,Tb927_04_v5.1:425933..427090(-),"Tb927_04_v5.1:425,933..427,751(-)",MCP6
Tb927.4.1670,Tb927.4.1670:mRNA,"cytochrome b5-like Heme/Steroid binding domain containing protein, putative",protein coding,Tb927.4.1670,1,502,Tb927_04_v5.1:428389..428850(-),"Tb927_04_v5.1:428,389..428,890(-)",POMP29
Tb927.4.1680,Tb927.4.1680:mRNA,"ZFP family member, putative",protein coding,Tb927.4.1680,1,1442,Tb927_04_v5.1:429633..431042(-),"Tb927_04_v5.1:429,633..431,074(-)",ZC3H10
Tb927.4.1690,Tb927.4.1690:mRNA,"Retinal Maintenance, putative",protein coding,Tb927.4.1690,1,1786,Tb927_04_v5.1:431770..432711(-),"Tb927_04_v5.1:431,263..433,048(-)",N/A
Tb927.4.170,Tb927.4.170:mRNA,hypothetical protein,protein coding,Tb927.4.170,1,2252,Tb927_04_v5.1:26181..26354(+),"Tb927_04_v5.1:24,183..26,434(+)",N/A
Tb927.4.1700,Tb927.4.1700:mRNA,"CK1/TTBK protein kinase, putative",protein coding,Tb927.4.1700,1,2109,Tb927_04_v5.1:434137..436215(-),"Tb927_04_v5.1:434,137..436,245(-)",N/A
Tb927.4.1710,Tb927.4.1710:mRNA,"rhodanese-like domain containing protein, putative",protein coding,Tb927.4.1710,1,1296,Tb927_04_v5.1:436987..437730(-),"Tb927_04_v5.1:436,440..437,735(-)",N/A
Tb927.4.1720,Tb927.4.1720:mRNA,Nucleoside diphosphate kinase 3,protein coding,Tb927.4.1720,1,1269,Tb927_04_v5.1:438498..439547(-),"Tb927_04_v5.1:438,370..439,638(-)",NDPK3
Tb927.4.1730,Tb927.4.1730:mRNA,Nucleus and spindle associated protein 4,protein coding,Tb927.4.1730,1,1222,Tb927_04_v5.1:440217..440696(-),"Tb927_04_v5.1:440,217..441,438(-)",NuSAP4
