"","howick_p_val","howick_avg_log2FC","howick_pct.1","howick_pct.2","howick_p_val_adj","hutchinson_p_val","hutchinson_avg_log2FC","hutchinson_pct.1","hutchinson_pct.2","hutchinson_p_val_adj","max_pval","minimump_p_val","gene_id","prod_desc","gene_name"
"Tb927.11.600",1.92298172350558e-16,1.53817927381808,0.519,0.142,1.78798840651549e-12,2.94872466533976e-20,0.70658902074011,0.371,0.12,2.74172419383291e-16,1.92298172350558e-16,5.89744933067954e-20,"Tb927.11.600","Mitochondrial ATP synthase subunit, putative","N/A"
"Tb927.4.3940",5.56936107741274e-06,0.354065366802864,0.17,0.036,0.0517839192977836,4.31899166059656e-20,0.535110860153517,0.2,0.039,4.01579844602268e-16,5.56936107741274e-06,8.63798332119311e-20,"Tb927.4.3940","Calpain-like protein 2","CALP2"
"Tb927.10.15180",1.35803135332179e-08,0.542228122758225,0.407,0.138,0.00012626975523186,4.35496019602916e-20,1.20011647169261,0.341,0.107,4.04924199026791e-16,1.35803135332179e-08,8.70992039205832e-20,"Tb927.10.15180","nucleosome assembly protein, putative","N/A"
"Tb927.10.9430",5.17963275513072e-20,1.67855547200489,0.519,0.099,4.81602253572054e-16,4.77599592871542e-08,3.77454388160726,0.329,0.17,0.000444072101451959,4.77599592871542e-08,1.03592655102615e-19,"Tb927.10.9430","phosphoribosylpyrophosphate synthetase, putative","PRS"
"Tb927.8.2210",5.7480082911116e-11,2.60436318506221,0.2,0.012,5.34449810907556e-07,6.11059783029568e-20,0.406269861052777,0.218,0.046,5.68163386260892e-16,5.7480082911116e-11,1.22211956605914e-19,"Tb927.8.2210","pteridine reductase 1","PTR1"
"Tb927.9.11580",6.66687265436401e-06,1.95095453418975,0.274,0.099,0.0619885819402766,7.0842054846476e-20,1.60693032100409,0.382,0.129,6.58689425962534e-16,6.66687265436401e-06,1.41684109692952e-19,"Tb927.9.11580","glycosomal membrane protein","gim5A"
"Tb927.5.860",9.25579920512214e-20,2.92805247088985,0.548,0.126,8.60604210092257e-16,2.89903851104715e-18,2.70286329906952,0.512,0.245,2.69552600757164e-14,2.89903851104715e-18,1.85115984102444e-19,"Tb927.5.860","Selenoprotein T, putative","SelT"
"Tb927.2.1380",9.66376819749104e-20,3.55639988609822,0.348,0.02,8.98537167002717e-16,5.72847119119875e-10,5.39561206078415,0.594,0.413,5.32633251357659e-06,5.72847119119875e-10,1.93275363949821e-19,"Tb927.2.1380","leucine-rich repeat protein (LRRP), putative","N/A"
"Tb927.4.1300",1.93615076829361e-08,0.976425364604125,0.444,0.174,0.00018002329843594,1.05788805421756e-19,7.13407999554713,0.747,0.485,9.8362431281149e-16,1.93615076829361e-08,2.11577610843513e-19,"Tb927.4.1300","amidinotransferase, putative","N/A"
"Tb927.10.200",1.05791775268279e-19,1.13623517310541,0.563,0.119,9.83651926444456e-16,3.10367959570861e-13,1.22089494829969,0.394,0.177,2.88580128808987e-09,3.10367959570861e-13,2.11583550536558e-19,"Tb927.10.200","vacuolar ATP synthase, putative","N/A"
"Tb927.7.7500",2.99465521714394e-10,3.13379517755971,0.259,0.043,2.78443042090044e-06,1.31642276771723e-19,0.478534497307351,0.276,0.073,1.22400988942348e-15,2.99465521714394e-10,2.63284553543446e-19,"Tb927.7.7500","thymine-7-hydroxylase, putative","TLP7"
"Tb927.8.730",3.86122006443573e-07,0.901160084978492,0.356,0.13,0.00359016241591234,1.81189037344641e-19,0.897527230426557,0.3,0.086,1.68469566923048e-15,3.86122006443573e-07,3.62378074689283e-19,"Tb927.8.730","nucleolar RNA-binding protein, putative","N/A"
"Tb927.4.860",1.3545147501079e-06,4.77411797768736,0.163,0.028,0.0125942781465033,2.33490361499546e-19,0.509435202492573,0.165,0.028,2.17099338122278e-15,1.3545147501079e-06,4.66980722999093e-19,"Tb927.4.860","hypothetical protein, conserved","N/A"
"Tb927.6.4990",8.24464510435671e-15,0.758278394278816,0.474,0.115,7.66587101803087e-11,2.56835084125723e-19,1.5675223482185,0.329,0.104,2.38805261220097e-15,8.24464510435671e-15,5.13670168251445e-19,"Tb927.6.4990","mitochondrial ATP synthase delta chain","N/A"
"Tb927.7.4520",4.36757948283224e-08,0.277498274091357,0.141,0.008,0.000406097540313742,4.82258920756166e-19,1.03674057289229,0.4,0.147,4.48404344519083e-15,4.36757948283224e-08,9.64517841512336e-19,"Tb927.7.4520","Thioredoxin-like, putative","N/A"
"Tb927.9.15480",0.000164059623619938,1.19353085948936,0.141,0.036,1,4.85254139847655e-19,1.27467739942476,0.4,0.147,4.5118929923035e-15,0.000164059623619938,9.70508279695313e-19,"Tb927.9.15480","hypothetical protein","N/A"
"Tb927.11.15840",6.55844972952573e-09,0.564212725447174,0.481,0.19,6.09804655851303e-05,8.04987765554208e-19,4.57606694814643,0.624,0.338,7.48477624412303e-15,6.55844972952573e-09,1.60997553110842e-18,"Tb927.11.15840","L-Lysine transport protein, putative","N/A"
"Tb927.4.840",0.000324717763485654,1.08214923946928,0.156,0.047,1,1.14044609315742e-18,0.594280396689721,0.241,0.06,1.06038677741777e-14,0.000324717763485654,2.28089218631484e-18,"Tb927.4.840","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase, putative","N/A"
"Tb927.4.4990",5.61243991524385e-07,1.68313407541804,0.296,0.091,0.00521844663319373,1.70898505475124e-18,1.0132347643712,0.371,0.13,1.58901430390771e-14,5.61243991524385e-07,3.4179701095025e-18,"Tb927.4.4990","ubiquinol-cytochrome c reductase, putative","N/A"
"Tb927.9.9620",3.88939121701471e-05,0.502344121168432,0.17,0.043,0.361635595358028,1.79441587017363e-18,0.324356684512122,0.147,0.023,1.66844787608744e-14,3.88939121701471e-05,3.58883174034725e-18,"Tb927.9.9620","meiotic recombination protein DMC1, putative","dmc1"
"Tb927.10.13920",1.94049553738251e-14,0.329912455395293,0.356,0.055,1.80427275065826e-10,2.0467217461105e-18,0.998716339865885,0.376,0.135,1.90304187953354e-14,1.94049553738251e-14,4.09344349222101e-18,"Tb927.10.13920","hypothetical protein, conserved","N/A"
"Tb927.1.280",0.000121804184675376,1.20700926920994,0.148,0.04,1,2.16123759062539e-18,0.758165531302536,0.247,0.064,2.00951871176349e-14,0.000121804184675376,4.32247518125078e-18,"Tb927.1.280","Protein of unknown function (DUF1181), putative","N/A"
"Tb927.4.300",7.84172444685341e-12,2.40892349398408,0.222,0.016,7.2912353906843e-08,2.39716426303273e-18,1.13863632349169,0.388,0.14,2.22888333176783e-14,7.84172444685341e-12,4.79432852606548e-18,"Tb927.4.300","retrotransposon hot spot protein 3 (RHS3), putative","N/A"
"Tb927.4.4980",2.77031756795338e-18,0.523508100299699,0.452,0.075,2.57584127468305e-14,7.43936123700354e-17,0.584425726189323,0.224,0.056,6.91711807816589e-13,7.43936123700354e-17,5.54063513590677e-18,"Tb927.4.4980","NADH-ubiquinone oxidoreductase complex I subunit, putative","N/A"
"Tb927.10.12080",2.81172863297926e-18,0.649978663342541,0.459,0.083,2.61434528294411e-14,7.64743993088288e-11,1.32152461654092,0.182,0.057,7.1105896477349e-07,7.64743993088288e-11,5.62345726595851e-18,"Tb927.10.12080","hypothetical protein, conserved","N/A"
"Tb927.3.2180",8.77711154496729e-13,1.84296043377332,0.4,0.087,8.16095831451059e-09,3.27497540873371e-18,0.554428292175591,0.312,0.095,3.0450721350406e-14,8.77711154496729e-13,6.54995081746742e-18,"Tb927.3.2180","Mitochondrial ATP synthase subunit, putative","N/A"
"Tb927.7.4480",2.65605116178712e-06,1.81396596745722,0.141,0.02,0.0246959637022967,3.31359967669564e-18,0.681764876650321,0.353,0.119,3.08098497939161e-14,2.65605116178712e-06,6.62719935339129e-18,"Tb927.7.4480","adenosine 5'-monophosphoramidase, putative","N/A"
"Tb927.8.7030",0.000212990317188187,1.13748803587208,0.141,0.036,1,3.46567620374978e-18,0.536875158823992,0.2,0.043,3.22238573424654e-14,0.000212990317188187,6.93135240749959e-18,"Tb927.8.7030","hypothetical protein, conserved","N/A"
"Tb927.10.1390",1.0308760378047e-05,2.25441830180361,0.163,0.036,0.0958508539950812,4.69248400794579e-18,0.750570234196638,0.188,0.039,4.363071630588e-14,1.0308760378047e-05,9.38496801589159e-18,"Tb927.10.1390","Hypoxanthine-guanine-xanthine phosphoribosyltransferase","HGXPRT"
"Tb927.9.5320",4.97078018515423e-06,1.90877752733239,0.17,0.036,0.046218314161564,4.94669898321891e-18,0.693634545027235,0.329,0.106,4.59944071459694e-14,4.97078018515423e-06,9.89339796643786e-18,"Tb927.9.5320","nucleolar RNA binding protein, putative","N/A"
"Tb927.8.1150",5.72573289427537e-07,2.35864588135402,0.133,0.012,0.00532378644509724,5.13684114433455e-18,0.50942473257888,0.182,0.037,4.77623489600227e-14,5.72573289427537e-07,1.02736822886691e-17,"Tb927.8.1150","kinetoplastid kinetochore protein 9","kkt9"
"Tb927.10.6640",6.05256416386589e-18,1.90122469813831,0.393,0.043,5.6276741595625e-14,2.24915662768969e-06,0.488124904345082,0.247,0.124,0.0209126583242588,2.24915662768969e-06,1.21051283277318e-17,"Tb927.10.6640","transmembrane emp24 domain-containing protein","N/A"
"Tb927.11.5840",1.36588790415892e-11,1.09790894852615,0.319,0.063,1.27000257328696e-07,7.40270317979176e-18,0.622161499373578,0.288,0.085,6.88303341657038e-14,1.36588790415892e-11,1.48054063595835e-17,"Tb927.11.5840","Protein translation factor SUI1 homolog, putative","EIF1"
"Tb927.8.6000",4.86777156672466e-09,0.836546594049446,0.326,0.083,4.52605400274059e-05,7.7659907025765e-18,1.21072541675171,0.565,0.275,7.22081815525563e-14,4.86777156672466e-09,1.5531981405153e-17,"Tb927.8.6000","fatty acid desaturase, putative","N/A"
"Tb927.7.2260",2.47977674361362e-05,0.3213714345784,0.133,0.024,0.230569641621195,8.41557746548263e-18,0.449578888003453,0.229,0.056,7.82480392740575e-14,2.47977674361362e-05,1.68311549309653e-17,"Tb927.7.2260","SEP domain containing protein, putative","N/A"
"Tb927.11.13780",9.11353743508758e-18,1.16844462851208,0.57,0.15,8.47376710714444e-14,2.65935093303992e-09,0.346087067294974,0.241,0.095,2.47266449754052e-05,2.65935093303992e-09,1.82270748701752e-17,"Tb927.11.13780","profilin","N/A"
"Tb927.2.6090",1.109321240143e-17,2.57067109842672,0.674,0.206,1.03144688908496e-13,5.01735480015801e-13,0.82198072070607,0.353,0.15,4.66513649318692e-09,5.01735480015801e-13,2.21864248028602e-17,"Tb927.2.6090","60S ribosomal protein L44","RPL44"
"Tb927.11.16350",1.97399188133725e-08,1.39864894472262,0.23,0.043,0.000183541765126738,1.1482993546928e-17,0.720252493207388,0.247,0.066,1.06768873999336e-13,1.97399188133725e-08,2.2965987093856e-17,"Tb927.11.16350","hypothetical protein, conserved","N/A"
"Tb927.11.7540",4.02009247443365e-07,1.60537082470515,0.193,0.036,0.00373788198272841,1.70555638461596e-17,0.285911073301038,0.171,0.033,1.58582632641592e-13,4.02009247443365e-07,3.41111276923193e-17,"Tb927.11.7540","electron-transfer-flavoprotein, alpha polypeptide, putative","N/A"
"Tb927.3.2910",1.71495637448813e-17,5.18741637115837,0.333,0.028,1.59456643699906e-13,1.08623763787537e-14,0.736568676362584,0.253,0.077,1.00998375569652e-10,1.08623763787537e-14,3.42991274897628e-17,"Tb927.3.2910","hypothetical protein, conserved","N/A"
"Tb927.7.2200",1.38099828403359e-07,1.60855892453806,0.163,0.02,0.00128405220449443,2.45989511993979e-17,0.943973432334929,0.312,0.099,2.28721048252001e-13,1.38099828403359e-07,4.91979023987957e-17,"Tb927.7.2200","mitochondrial import inner membrane translocase subunit tim9","TIM9"
"Tb927.6.4440",7.1326894653875e-12,1.94101673623301,0.4,0.107,6.6319746649173e-08,3.66147856893496e-17,1.61542829991363,0.4,0.161,3.40444277339572e-13,7.1326894653875e-12,7.32295713786992e-17,"Tb927.6.4440","RNA-binding protein 42 (RNA-binding motif protein 42)","RBP42"
"Tb927.10.1280",5.49325633885923e-15,0.721286735058177,0.422,0.079,5.10762974387131e-11,4.38285904101215e-17,0.416974216125304,0.182,0.038,4.0751823363331e-13,5.49325633885923e-15,8.76571808202431e-17,"Tb927.10.1280","Domain of unknown function (DUF4499), putative","N/A"
"Tb927.8.1650",5.57802276885449e-17,5.57257851896604,0.289,0.012,5.18644557048091e-13,3.90009858775274e-09,0.508847548269596,0.224,0.086,3.62631166689249e-05,3.90009858775274e-09,1.1156045537709e-16,"Tb927.8.1650","Protein Associated with Differentiation, putative","N/A"
"Tb927.10.4830",2.26942678116774e-11,1.39456868126106,0.326,0.071,2.11011302112977e-07,5.92555140678743e-17,0.56245875741487,0.194,0.044,5.50957769803095e-13,2.26942678116774e-11,1.18511028135749e-16,"Tb927.10.4830","hypothetical protein, conserved","N/A"
"Tb927.9.6920",2.68374575437498e-09,1.7889120065759,0.319,0.079,2.49534680241785e-05,6.17584611096295e-17,0.573307689063146,0.224,0.057,5.74230171397335e-13,2.68374575437498e-09,1.23516922219259e-16,"Tb927.9.6920","hypothetical protein, conserved","N/A"
"Tb927.3.1250",7.63751698990183e-06,0.338125561606834,0.193,0.047,0.0710136329721072,6.61260776263262e-17,0.814470413074186,0.176,0.037,6.14840269769581e-13,7.63751698990183e-06,1.32252155252652e-16,"Tb927.3.1250","DNA-directed RNA polymerase I subunit RPB10","RPB10z"
"Tb927.7.840",2.79802506866222e-12,1.78079367421075,0.385,0.087,2.60160370884213e-08,6.75186295022149e-17,0.493906227964298,0.276,0.082,6.27788217111594e-13,2.79802506866222e-12,1.3503725900443e-16,"Tb927.7.840","Mitochondrial ATP synthase subunit, putative","N/A"
"Tb927.5.3890",5.52131703267026e-14,3.92251337551237,0.311,0.043,5.13372057697681e-10,8.09262491224714e-17,1.2814462331663,0.141,0.024,7.52452264340739e-13,5.52131703267026e-14,1.61852498244943e-16,"Tb927.5.3890","hypothetical protein, conserved","N/A"
"Tb927.2.5160",8.28013915340404e-11,1.12714363867013,0.519,0.182,7.69887338483507e-07,8.22494972126956e-17,0.978715453468383,0.412,0.164,7.64755825083643e-13,8.28013915340404e-11,1.64498994425391e-16,"Tb927.2.5160","Chaperone protein DnaJ 2","J2"
"Tb927.3.4250",1.0531153362739e-07,4.94411253113778,0.163,0.02,0.000979186639667474,9.15796215311032e-17,0.377316340513755,0.129,0.02,8.51507320996197e-13,1.0531153362739e-07,1.83159243062207e-16,"Tb927.3.4250","hypothetical protein, conserved","N/A"
"Tb927.8.7370",3.14830954416647e-06,1.75863264841896,0.215,0.059,0.0292729821416598,9.5632482432191e-17,0.468155264752596,0.282,0.085,8.89190821654511e-13,3.14830954416647e-06,1.91264964864382e-16,"Tb927.8.7370","hypothetical protein","N/A"
"Tb927.11.520",2.9842955015339e-08,1.61799627268263,0.178,0.02,0.000277479795732622,1.17726707903869e-16,1.04436255182774,0.165,0.032,1.09462293009017e-12,2.9842955015339e-08,2.35453415807737e-16,"Tb927.11.520","hypothetical protein, conserved","N/A"
"Tb927.8.4810",2.03845705596854e-13,0.79801962345412,0.385,0.079,1.89535737063955e-09,1.42524006782147e-16,0.475200703015659,0.218,0.055,1.3251882150604e-12,2.03845705596854e-13,2.85048013564294e-16,"Tb927.8.4810","prohibitin 1","PHB1"
"Tb927.11.6250",4.65027559283646e-06,1.57790812515448,0.222,0.063,0.0432382624621934,1.58026541454053e-16,0.361379777011913,0.2,0.046,1.46933078243978e-12,4.65027559283646e-06,3.16053082908105e-16,"Tb927.11.6250","Mitochondrial ATP synthase subunit, putative","N/A"
"Tb927.11.7170",0.000400506752479142,0.518943612894802,0.215,0.087,1,2.41931261291436e-16,0.408881211778174,0.247,0.068,2.24947686748777e-12,0.000400506752479142,4.83862522582875e-16,"Tb927.11.7170","seryl-tRNA synthetase","SerRS"
"Tb927.4.1390",3.45330886081995e-16,1.61916319025786,0.474,0.111,3.21088657879039e-12,2.80869175040616e-16,1.37862138773168,0.235,0.064,2.61152158952765e-12,3.45330886081995e-16,5.61738350081234e-16,"Tb927.4.1390","hypothetical protein, conserved","N/A"
"Tb927.11.11320",5.61944274729694e-06,0.736579063819526,0.207,0.055,0.0522495786643669,2.91180229245336e-16,0.30771497189014,0.171,0.035,2.70739377152313e-12,5.61944274729694e-06,5.82360458490674e-16,"Tb927.11.11320","hypothetical protein, conserved","N/A"
"Tb927.10.10590",5.23142874261692e-08,0.96206466687866,0.163,0.016,0.000486418244488521,2.97461323902282e-16,12.0910505245523,0.682,0.45,2.76579538964342e-12,5.23142874261692e-08,5.94922647804565e-16,"Tb927.10.10590","histone H2B, putative","N/A"
"Tb927.11.13570",3.07454093617424e-16,0.430294692179111,0.385,0.051,2.85870816245481e-12,9.43558807553487e-15,0.565789467785311,0.182,0.044,8.77320979263233e-11,9.43558807553487e-15,6.14908187234849e-16,"Tb927.11.13570","hypothetical protein, conserved","N/A"
"Tb927.11.16280",3.07869461228729e-16,0.63269665221133,0.919,0.478,2.86257025050473e-12,1.18724209698822e-15,0.875471837841847,0.576,0.301,1.10389770177965e-11,1.18724209698822e-15,6.15738922457461e-16,"Tb927.11.16280","60S ribosomal protein L8, putative","N/A"
"Tb927.10.11220",1.31789780346874e-10,1.22224266037773,0.548,0.202,1.22538137766523e-06,3.19645563308585e-16,0.437021579562562,0.182,0.04,2.97206444764323e-12,1.31789780346874e-10,6.39291126617174e-16,"Tb927.10.11220","procyclic form surface phosphoprotein","PSSA-2"
"Tb927.11.15660",3.33359254155195e-10,4.4905746203971,0.215,0.024,3.099574345135e-06,4.18282469715619e-16,0.325056342427279,0.153,0.029,3.88919040341582e-12,3.33359254155195e-10,8.36564939431238e-16,"Tb927.11.15660","hypothetical protein, conserved","N/A"
"Tb927.10.4840",2.41746180249766e-05,1.29146541463767,0.163,0.04,0.224775598396232,5.72417855090133e-16,0.555375536341802,0.212,0.054,5.32234121662806e-12,2.41746180249766e-05,1.14483571018027e-15,"Tb927.10.4840","transcription factor IIa, putative","TFIIA-2"
"Tb927.7.3440",2.29881395095113e-09,1.14723947384299,0.4,0.126,2.13743721159436e-05,5.86740046991211e-16,0.561676914241506,0.335,0.119,5.45550895692428e-12,2.29881395095113e-09,1.17348009398242e-15,"Tb927.7.3440","I/6 autoantigen","N/A"
"Tb927.1.3820",1.13573413707516e-12,1.89775127513914,0.43,0.123,1.05600560065249e-08,6.38026477451828e-16,0.741003401228053,0.347,0.128,5.9323701873471e-12,1.13573413707516e-12,1.27605295490366e-15,"Tb927.1.3820","ATP synthase subunit, putative","N/A"
"Tb927.10.12170",7.25009325136181e-16,0.45246664297717,0.326,0.032,6.74113670511621e-12,3.61667647705686e-13,0.391056940187432,0.159,0.037,3.36278578836747e-09,3.61667647705686e-13,1.45001865027236e-15,"Tb927.10.12170","RAB-interacting protein, putative","N/A"
"Tb927.8.3390",7.81555979363555e-16,1.88637597651305,0.333,0.032,7.26690749612233e-12,8.04508540128014e-12,1.22474034126043,0.153,0.038,7.48032040611027e-08,8.04508540128014e-12,1.56311195872712e-15,"Tb927.8.3390","hypothetical protein, conserved","N/A"
"Tb927.11.3380",2.20565482187164e-07,1.80887129631299,0.215,0.043,0.00205081785337625,7.86641166776321e-16,0.367906510209899,0.241,0.067,7.31418956868624e-12,2.20565482187164e-07,1.57328233355264e-15,"Tb927.11.3380","Ran-binding protein 1, putative","RanBP1"
"Tb927.9.1500",8.40143390406438e-13,1.37653021213507,0.444,0.13,7.81165324399906e-09,8.66136100691969e-16,0.632392311134071,0.212,0.055,8.05333346423393e-12,8.40143390406438e-13,1.73227220138395e-15,"Tb927.9.1500","Serine/threonine-protein kinase NEK15, putative","NEK15"
"Tb927.10.15150",2.02245372592662e-08,2.3768036749064,0.244,0.051,0.000188047747436658,8.97152169559851e-16,0.52773996763752,0.212,0.054,8.34172087256749e-12,2.02245372592662e-08,1.79430433911971e-15,"Tb927.10.15150","DNA-directed RNA polymerase III subunit C11, putative","RPC11"
"Tb927.11.2020",1.97022881729948e-08,1.07676925981891,0.207,0.032,0.000183191875432505,1.03228421931457e-15,0.256454831954653,0.124,0.019,9.59817867118687e-12,1.97022881729948e-08,2.06456843862914e-15,"Tb927.11.2020","hypothetical protein, conserved","N/A"
"Tb927.11.16360",0.000292174168964404,1.93801207970278,0.126,0.032,1,1.05877361054121e-15,0.740393151866106,0.365,0.14,9.84447703081221e-12,0.000292174168964404,2.11754722108244e-15,"Tb927.11.16360","WD repeat-containing protein 82, putative","WDR82"
"Tb927.11.6130",1.61300084536004e-08,0.595451663218837,0.244,0.047,0.000149976818601577,1.26772494323738e-15,0.593620666268423,0.282,0.089,1.17873065222211e-11,1.61300084536004e-08,2.53544988647476e-15,"Tb927.11.6130","SKP1-like protein","N/A"
"Tb927.6.1600",1.51759115974379e-15,2.93146460827557,0.311,0.028,1.41105626032978e-11,2.61466399190309e-11,0.329994375290091,0.165,0.045,2.4311145796715e-07,2.61466399190309e-11,3.0351823194876e-15,"Tb927.6.1600","hypothetical protein, conserved","N/A"
"Tb927.10.11920",4.83620403696376e-11,1.14957838468823,0.348,0.079,4.4967025135689e-07,1.75146366568659e-15,0.468232801559784,0.182,0.042,1.62851091635539e-11,4.83620403696376e-11,3.50292733137319e-15,"Tb927.10.11920","hypothetical protein, conserved","N/A"
"Tb927.8.3020",1.29823979625377e-05,1.36812834843765,0.193,0.051,0.120710336255675,1.82936069147771e-15,1.34103566639596,0.506,0.255,1.70093957093598e-11,1.29823979625377e-05,3.65872138295543e-15,"Tb927.8.3020","hypothetical protein, conserved","N/A"
"Tb927.10.15600",1.88401107764149e-06,0.328189664211932,0.178,0.036,0.0175175349999106,2.4203954275274e-15,0.583340337371268,0.176,0.04,2.25048366851498e-11,1.88401107764149e-06,4.84079085505481e-15,"Tb927.10.15600","FKBP-type peptidylprolyl cis-trans isomerase, putative","N/A"
"Tb927.2.5850",2.46526189664432e-15,3.42214499285855,0.326,0.036,2.29220051149989e-11,1.97922072917838e-11,0.667690683497547,0.182,0.054,1.84027943399005e-07,1.97922072917838e-11,4.93052379328867e-15,"Tb927.2.5850","small nuclear ribonucleoprotein SmD2","Sm-D2"
"Tb927.7.3520",2.65263055666086e-15,2.59594938690481,0.437,0.091,2.46641589158327e-11,7.41826650517675e-12,1.74727285498937,0.412,0.205,6.89750419651335e-08,7.41826650517675e-12,5.30526111332172e-15,"Tb927.7.3520","Mitochondrial pyruvate carrier 2","MPC2"
"Tb927.6.4530",1.23681431288176e-08,0.672343899803503,0.193,0.024,0.000114998994811746,2.81997591676441e-15,0.53238602165992,0.212,0.055,2.62201360740755e-11,1.23681431288176e-08,5.63995183352883e-15,"Tb927.6.4530","RNA-binding protein, putative","RBP17"
"Tb927.10.15010",1.20553032068199e-07,0.992455208736077,0.2,0.036,0.00112090209217011,3.37760893664821e-15,0.417144278265074,0.2,0.05,3.1405007892955e-11,1.20553032068199e-07,6.75521787329641e-15,"Tb927.10.15010","lipoic acid synthetase, mitochondrial precursor, putative","N/A"
"Tb927.11.15130",0.00071315561135708,2.09755251103047,0.104,0.024,1,3.66914264642288e-15,0.473294391801388,0.188,0.045,3.411568832644e-11,0.00071315561135708,7.33828529284578e-15,"Tb927.11.15130","DnaJ homolog, putative","J7"
"Tb927.10.1160",5.03237418855753e-15,0.835217082514551,0.348,0.043,4.67910152052079e-11,5.72225709251411e-12,0.415963991108725,0.288,0.108,5.32055464461962e-08,5.72225709251411e-12,1.00647483771151e-14,"Tb927.10.1160","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative","N/A"
"Tb927.8.3470",5.02644166843621e-09,4.35589013369051,0.185,0.02,4.67358546331199e-05,5.21870382794943e-15,0.362058267573492,0.176,0.04,4.85235081922738e-11,5.02644166843621e-09,1.04374076558989e-14,"Tb927.8.3470","Vesicle transport v-SNARE protein N-terminus, putative","N/A"
"Tb927.8.4630",7.79724697038044e-10,0.670859854697438,0.415,0.13,7.24988023305973e-06,5.33403767846781e-15,0.667946410236469,0.282,0.094,4.95958823343937e-11,7.79724697038044e-10,1.06680753569356e-14,"Tb927.8.4630","hypothetical protein, conserved","N/A"
"Tb927.1.490",1.65651131205458e-07,1.0794408600376,0.274,0.075,0.00154022421794835,5.42977943912269e-15,0.61790494607961,0.288,0.096,5.04860892249628e-11,1.65651131205458e-07,1.08595588782454e-14,"Tb927.1.490","hypothetical protein","N/A"
"Tb927.7.1290",1.92920562296815e-13,0.553217649259965,0.4,0.083,1.79377538823579e-09,5.45610226879962e-15,0.363681054574577,0.224,0.061,5.07308388952989e-11,1.92920562296815e-13,1.09122045375993e-14,"Tb927.7.1290","Protein of unknown function (DUF2012), putative","N/A"
"Tb11.02.5400",4.48294676070036e-11,1.94602639131133,0.23,0.024,4.1682438980992e-07,5.84158900761225e-15,0.665993195550564,0.218,0.06,5.43150945927787e-11,4.48294676070036e-11,1.16831780152245e-14,"Tb11.02.5400","cystathionine beta-synthase, putative","N/A"
"Tb927.6.2890",6.88171682278751e-15,2.47267041147058,0.237,0.004,6.39862030182782e-11,2.78557560599777e-13,0.282109346061223,0.124,0.023,2.59002819845673e-09,2.78557560599777e-13,1.3763433645575e-14,"Tb927.6.2890","single strand-specific nuclease, putative","N/A"
"Tb927.6.4580",6.14039548421033e-11,1.28421315603472,0.319,0.067,5.70933972121877e-07,9.91684446750221e-15,0.67258548177582,0.235,0.069,9.22068198588356e-11,6.14039548421033e-11,1.98336889350043e-14,"Tb927.6.4580","Mitochondrial SSU ribosomal protein, putative","mS73"
"Tb927.10.14030",9.73778166938675e-07,0.944744533653951,0.393,0.166,0.0090541893961958,1.04843225961904e-14,0.688776583139347,0.353,0.137,9.7483231499378e-11,9.73778166938675e-07,2.09686451923806e-14,"Tb927.10.14030","hypothetical protein, conserved","N/A"
"Tb927.9.6420",0.00047942227003241,1.13578487502333,0.17,0.059,1,1.10921548722887e-14,0.398600969307029,0.194,0.049,1.0313485600254e-10,0.00047942227003241,2.21843097445772e-14,"Tb927.9.6420","Kinetoplastid kinetochore protein 22","KKT22"
"Tb927.11.3050",1.42891603309482e-06,2.4902221175843,0.17,0.032,0.0132860612757157,1.11830596491851e-14,0.291441737713171,0.165,0.036,1.03980088618123e-10,1.42891603309482e-06,2.23661192983701e-14,"Tb927.11.3050","hypothetical protein","N/A"
"Tb927.7.330",5.94349025329759e-11,2.3588660458633,0.304,0.059,5.5262572375161e-07,1.22404707326501e-14,0.655954629274405,0.235,0.069,1.13811896872181e-10,5.94349025329759e-11,2.44809414653001e-14,"Tb927.7.330","Thioesterase-like superfamily, putative","N/A"
"Tb927.11.5440",1.3545147501079e-06,0.340883562825246,0.163,0.028,0.0125942781465033,1.52316815937026e-14,1.210584813973,0.182,0.045,1.41624175458247e-10,1.3545147501079e-06,3.0463363187405e-14,"Tb927.11.5440","NADP-dependent malic enzyme, cytosolic","N/A"
"Tb927.4.1120",3.73723031036495e-06,1.87208129886119,0.281,0.095,0.0347487674257733,1.52371331375312e-14,0.476150429833615,0.194,0.049,1.41674863912765e-10,3.73723031036495e-06,3.0474266275062e-14,"Tb927.4.1120","hypothetical protein, conserved","N/A"
"Tb927.3.2420",8.64732296096794e-14,3.04766137293052,0.348,0.059,8.04028088910799e-10,1.53137987854718e-14,0.777728310389698,0.271,0.089,1.42387701107317e-10,8.64732296096794e-14,3.06275975709433e-14,"Tb927.3.2420","Microsomal signal peptidase 12 kDa subunit (SPC12), putative","N/A"
"Tb927.7.2540",0.000173876537648498,0.52658731125377,0.148,0.04,1,2.13034970089514e-14,0.480998515826663,0.276,0.092,1.9807991518923e-10,0.000173876537648498,4.26069940179023e-14,"Tb927.7.2540","ubiquitin-protein ligase, putative","N/A"
