gene.id,location,product.desc,gene.type,input.id,gene.name
Tb927.11.5210,"Tb927_11_v5.1:1,485,798..1,488,037(+)","hypothetical protein, conserved",protein coding,Tb927.11.5210,N/A
Tb927.11.5220,"Tb927_11_v5.1:1,488,209..1,490,963(+)","chaperone protein DnaJ, putative",protein coding,Tb927.11.5220,N/A
Tb927.11.5230,"Tb927_11_v5.1:1,491,179..1,492,390(+)","hypothetical protein, conserved",protein coding,Tb927.11.5230,N/A
Tb927.11.5240,"Tb927_11_v5.1:1,492,561..1,494,527(+)","Methyltransferase TRM13, putative",protein coding,Tb927.11.5240,N/A
Tb927.11.5250,"Tb927_11_v5.1:1,494,627..1,499,496(+)","hypothetical protein, conserved",protein coding,Tb927.11.5250,N/A
Tb927.11.5260,"Tb927_11_v5.1:1,500,320..1,503,526(+)","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein, putative",protein coding,Tb927.11.5260,N/A
Tb927.11.5270,"Tb927_11_v5.1:1,504,471..1,507,285(+)","ubiquitin carboxyl-terminal hydrolase, putative",protein coding,Tb927.11.5270,N/A
Tb927.11.5280,"Tb927_11_v5.1:1,507,771..1,508,212(+)",Mitochondrial ATP synthase subunit c-1,protein coding,Tb927.11.5280,ATPc1
Tb927.11.5290,"Tb927_11_v5.1:1,508,825..1,510,191(+)",mitochondrial carrier protein,protein coding,Tb927.11.5290,MCP9
Tb927.11.530,"Tb927_11_v5.1:131,153..134,606(-)","RNA-binding protein, putative",protein coding,Tb927.11.530,RBP3
Tb927.11.5300,"Tb927_11_v5.1:1,510,626..1,512,415(+)","Kinesin-13 3, putative",protein coding,Tb927.11.5300,KIN13-3
Tb927.11.5310,"Tb927_11_v5.1:1,513,968..1,516,065(+)","PPPDE putative peptidase domain containing protein, putative",protein coding,Tb927.11.5310,N/A
Tb927.11.5330,"Tb927_11_v5.1:1,518,224..1,520,959(+)","hypothetical protein, conserved",protein coding,Tb927.11.5330,N/A
Tb927.11.5340,"Tb927_11_v5.1:1,521,085..1,524,111(+)","Cell division protein kinase, putative",protein coding,Tb927.11.5340,N/A
Tb927.11.5350,"Tb927_11_v5.1:1,524,253..1,527,517(+)",myo-inositol/proton symporter (MIT),protein coding,Tb927.11.5350,HMIT
Tb927.11.5360,"Tb927_11_v5.1:1,527,886..1,529,829(+)","aldo/keto reductase, putative",protein coding,Tb927.11.5360,N/A
Tb927.11.5365,"Tb927_11_v5.1:1,529,940..1,530,306(+)",hypothetical protein,protein coding,Tb927.11.5365,N/A
Tb927.11.5370,"Tb927_11_v5.1:1,530,553..1,532,766(+)","hypothetical protein, conserved",protein coding,Tb927.11.5370,N/A
Tb927.11.5380,"Tb927_11_v5.1:1,533,313..1,534,189(+)","Protein of unknown function (DUF523), putative",protein coding,Tb927.11.5380,N/A
Tb927.11.5390,"Tb927_11_v5.1:1,534,436..1,535,193(+)","mitochondrial import inner membrane translocase subunit, putative",protein coding,Tb927.11.5390,TIM8-13
Tb927.11.540,"Tb927_11_v5.1:135,394..138,517(-)","ABC transporter, mitochondrial, putative",protein coding,Tb927.11.540,ABCT
Tb927.11.5400,"Tb927_11_v5.1:1,535,597..1,537,387(+)",signal recognition particle 54 kDa,protein coding,Tb927.11.5400,SRP54
Tb927.11.5410,"Tb927_11_v5.1:1,537,736..1,539,900(+)",SUMO-interacting motif-containing protein,protein coding,Tb927.11.5410,N/A
Tb927.11.5420,"Tb927_11_v5.1:1,541,349..1,542,894(+)","hypothetical protein, conserved",protein coding,Tb927.11.5420,N/A
Tb927.11.5430,"Tb927_11_v5.1:1,543,163..1,546,605(+)","DNA repair and recombination protein RAD54, putative",protein coding,Tb927.11.5430,N/A
Tb927.11.5440,"Tb927_11_v5.1:1,546,758..1,548,607(+)","NADP-dependent malic enzyme, cytosolic",protein coding,Tb927.11.5440,N/A
Tb927.11.5450,"Tb927_11_v5.1:1,550,261..1,553,187(+)",malic enzyme,protein coding,Tb927.11.5450,N/A
Tb927.11.5460,"Tb927_11_v5.1:1,553,276..1,553,972(+)","hypothetical protein, conserved",protein coding,Tb927.11.5460,N/A
Tb927.11.5470,"Tb927_11_v5.1:1,554,246..1,555,599(+)","hypothetical protein, conserved",protein coding,Tb927.11.5470,N/A
Tb927.11.5480,"Tb927_11_v5.1:1,555,734..1,557,488(+)","phosphotransferase, putative",protein coding,Tb927.11.5480,N/A
Tb927.11.5490,"Tb927_11_v5.1:1,557,604..1,562,533(+)","Polyphosphoinositide phosphatase, putative",protein coding,Tb927.11.5490,N/A
Tb927.11.550,"Tb927_11_v5.1:137,858..141,186(-)","Suppressor of clathrin deficiency 6, putative",protein coding,Tb927.11.550,SCD6
Tb927.11.5500,"Tb927_11_v5.1:1,562,707..1,565,192(+)","Mitochondrial SSU ribosomal protein, putative",protein coding,Tb927.11.5500,KRIPP1
Tb927.11.5510,"Tb927_11_v5.1:1,565,734..1,566,992(+)","dynein light chain p28, axonemal, putative",protein coding,Tb927.11.5510,N/A
Tb927.11.5520,"Tb927_11_v5.1:1,567,242..1,568,289(+)",triosephosphate isomerase,protein coding,Tb927.11.5520,TIM
Tb927.11.5530,"Tb927_11_v5.1:1,568,822..1,569,946(+)","LSU ribosomal protein, mitochondrial, putative",protein coding,Tb927.11.5530,N/A
Tb927.11.5540,"Tb927_11_v5.1:1,570,102..1,571,759(+)","emp24/gp25L/p24 family/GOLD, putative",protein coding,Tb927.11.5540,N/A
Tb927.11.5550,"Tb927_11_v5.1:1,571,888..1,575,056(+)",DNA polymerase theta,protein coding,Tb927.11.5550,POLQ
Tb927.11.5560,"Tb927_11_v5.1:1,575,217..1,577,936(+)","hypothetical protein, conserved",protein coding,Tb927.11.5560,N/A
Tb927.11.5570,"Tb927_11_v5.1:1,578,167..1,580,648(+)",DNA replication licensing factor MCM5,protein coding,Tb927.11.5570,MCM5
Tb927.11.5580,"Tb927_11_v5.1:1,581,212..1,582,557(+)","hypothetical protein, conserved",protein coding,Tb927.11.5580,N/A
Tb927.11.5590,"Tb927_11_v5.1:1,582,813..1,585,649(+)",Anaphase-promoting complex-associated protein AP1,protein coding,Tb927.11.5590,AP1
Tb927.11.560,"Tb927_11_v5.1:141,301..143,128(-)","hypothetical protein, conserved",protein coding,Tb927.11.560,N/A
Tb927.11.5600,"Tb927_11_v5.1:1,585,545..1,586,067(+)",Archaic Translocase of outer membrane 14 kDa subunit,protein coding,Tb927.11.5600,ATOM14
Tb927.11.5610,"Tb927_11_v5.1:1,587,216..1,588,526(+)","Rab-GTPase-TBC domain containing protein, putative",protein coding,Tb927.11.5610,N/A
Tb927.11.5620,"Tb927_11_v5.1:1,588,959..1,590,341(+)",SUMO-interacting motif-containing protein,protein coding,Tb927.11.5620,N/A
Tb927.11.5630,"Tb927_11_v5.1:1,590,674..1,592,425(+)","hypothetical protein, conserved",protein coding,Tb927.11.5630,N/A
Tb927.11.5640,"Tb927_11_v5.1:1,592,968..1,596,699(+)","hypothetical protein, conserved",protein coding,Tb927.11.5640,N/A
Tb927.11.5650,"Tb927_11_v5.1:1,596,889..1,598,767(+)","replication factor C, subunit 1, putative",protein coding,Tb927.11.5650,N/A
Tb927.11.5660,"Tb927_11_v5.1:1,599,442..1,600,904(+)","hypothetical protein, conserved",protein coding,Tb927.11.5660,N/A
Tb927.11.5670,"Tb927_11_v5.1:1,601,015..1,603,026(+)","Mnd1 family, putative",protein coding,Tb927.11.5670,N/A
Tb927.11.5680,"Tb927_11_v5.1:1,603,286..1,604,016(+)","dynein light chain 1, axonemal",protein coding,Tb927.11.5680,LC1
Tb927.11.5690,"Tb927_11_v5.1:1,604,876..1,608,112(+)","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily-related, putative",protein coding,Tb927.11.5690,N/A
Tb927.11.570,"Tb927_11_v5.1:143,233..144,163(-)","DnaJ domain containing protein, putative",protein coding,Tb927.11.570,N/A
Tb927.11.5700,"Tb927_11_v5.1:1,608,661..1,614,002(+)","hypothetical protein, conserved",protein coding,Tb927.11.5700,N/A
Tb927.11.5710,"Tb927_11_v5.1:1,614,400..1,616,348(+)","chaperone protein DnaJ, putative",protein coding,Tb927.11.5710,J29
Tb927.11.5720,"Tb927_11_v5.1:1,616,571..1,619,474(+)","hypothetical protein, conserved",protein coding,Tb927.11.5720,N/A
Tb927.11.5730,"Tb927_11_v5.1:1,620,704..1,624,108(+)","pre-mRNA-splicing factor ATP-dependent RNA helicase, putative",protein coding,Tb927.11.5730,N/A
Tb927.11.5740,"Tb927_11_v5.1:1,624,221..1,627,475(+)",formin-like protein,protein coding,Tb927.11.5740,N/A
Tb927.11.5750,"Tb927_11_v5.1:1,628,561..1,631,355(+)",SUMO-interacting motif-containing protein,protein coding,Tb927.11.5750,TZP103.8
Tb927.11.5760,"Tb927_11_v5.1:1,632,352..1,633,615(+)","hypothetical protein, conserved",protein coding,Tb927.11.5760,N/A
Tb927.11.5770,"Tb927_11_v5.1:1,633,739..1,640,705(+)","hypothetical protein, conserved",protein coding,Tb927.11.5770,N/A
Tb927.11.5780,"Tb927_11_v5.1:1,640,857..1,644,746(+)","DNA-directed RNA polymerase, mitochondrial",protein coding,Tb927.11.5780,MTRNAP
Tb927.11.5790,"Tb927_11_v5.1:1,644,873..1,646,849(+)","hypothetical protein, conserved",protein coding,Tb927.11.5790,N/A
Tb927.11.580,"Tb927_11_v5.1:144,551..145,122(-)","lipid-like atypical dual specificity phosphatase, putative",protein coding,Tb927.11.580,N/A
Tb927.11.5800,"Tb927_11_v5.1:1,647,429..1,650,142(+)","hypothetical protein, conserved",protein coding,Tb927.11.5800,N/A
Tb927.11.5810,"Tb927_11_v5.1:1,650,225..1,651,101(+)","Surfeit locus protein 6, putative",protein coding,Tb927.11.5810,N/A
Tb927.11.5820,"Tb927_11_v5.1:1,651,586..1,652,955(+)","Inhibitor of apoptosis-promoting Bax1, putative",protein coding,Tb927.11.5820,N/A
Tb927.11.5830,"Tb927_11_v5.1:1,652,885..1,654,482(+)","YL1 nuclear protein, putative",protein coding,Tb927.11.5830,N/A
Tb927.11.5840,"Tb927_11_v5.1:1,654,839..1,656,121(+)","Protein translation factor SUI1 homolog, putative",protein coding,Tb927.11.5840,EIF1
Tb927.11.5850,"Tb927_11_v5.1:1,656,913..1,659,170(+)","RNA-binding protein 38, putative",protein coding,Tb927.11.5850,RBP38
Tb927.11.5855,"Tb927_11_v5.1:1,659,636..1,660,211(+)",hypothetical protein,protein coding,Tb927.11.5855,N/A
Tb927.11.5860,"Tb927_11_v5.1:1,661,803..1,663,649(+)","AGC/RSK family serine/threonine kinase, putative",protein coding,Tb927.11.5860,N/A
Tb927.11.5870,"Tb927_11_v5.1:1,665,249..1,667,468(+)","hypothetical protein, conserved",protein coding,Tb927.11.5870,N/A
Tb927.11.5880,"Tb927_11_v5.1:1,667,617..1,670,652(+)",Mitoribosomal LSU assembly factor 23,protein coding,Tb927.11.5880,mt-LAF23
Tb927.11.5890,"Tb927_11_v5.1:1,670,956..1,671,834(+)","Domain of unknown function (DUF4505), putative",protein coding,Tb927.11.5890,N/A
Tb927.11.590,"Tb927_11_v5.1:145,283..145,979(-)","hypothetical protein, conserved",protein coding,Tb927.11.590,N/A
Tb927.11.5900,"Tb927_11_v5.1:1,671,963..1,675,074(+)","hypothetical protein, conserved",protein coding,Tb927.11.5900,N/A
Tb927.11.5910,"Tb927_11_v5.1:1,675,281..1,679,087(+)","WASH complex subunit 7, N-terminal/WASH complex subunit 7/WASH complex subunit 7, C-terminal, putative",protein coding,Tb927.11.5910,N/A
Tb927.11.5920,"Tb927_11_v5.1:1,679,373..1,681,948(+)",conserved protein,protein coding,Tb927.11.5920,J58
Tb927.11.5940,"Tb927_11_v5.1:1,684,697..1,689,769(-)","receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb927.11.5940,N/A
Tb927.11.5950,"Tb927_11_v5.1:1,690,980..1,691,784(-)","hypothetical protein, conserved",protein coding,Tb927.11.5950,N/A
Tb927.11.5960,"Tb927_11_v5.1:1,691,937..1,692,713(-)","hypothetical protein, conserved",protein coding,Tb927.11.5960,N/A
Tb927.11.5970,"Tb927_11_v5.1:1,693,646..1,695,959(-)",phosphoinositide-specific phospholipase C,protein coding,Tb927.11.5970,N/A
Tb927.11.5980,"Tb927_11_v5.1:1,696,062..1,697,394(-)",conserved protein,protein coding,Tb927.11.5980,N/A
Tb927.11.5990,"Tb927_11_v5.1:1,697,523..1,699,782(-)",Mitoribosomal LSU assembly factor 4,protein coding,Tb927.11.5990,mt-LAF4
Tb927.11.600,"Tb927_11_v5.1:146,673..147,270(-)","Mitochondrial ATP synthase subunit, putative",protein coding,Tb927.11.600,N/A
Tb927.11.6000,"Tb927_11_v5.1:1,699,988..1,701,468(-)",mitochondrial ribosomal protein L4,protein coding,Tb927.11.6000,MRPL4
Tb927.11.6010,"Tb927_11_v5.1:1,701,618..1,702,363(-)","conserved protein, unknown function",protein coding,Tb927.11.6010,N/A
Tb927.11.6020,"Tb927_11_v5.1:1,702,648..1,703,480(-)","hypothetical protein, conserved",protein coding,Tb927.11.6020,N/A
Tb927.11.6030,"Tb927_11_v5.1:1,704,106..1,704,946(-)","ras-like small GTPase, putative",protein coding,Tb927.11.6030,TbRLP
Tb927.11.6040,"Tb927_11_v5.1:1,705,115..1,707,925(-)","Nodulin-like, putative",protein coding,Tb927.11.6040,N/A
Tb927.11.6050,"Tb927_11_v5.1:1,708,415..1,713,646(-)","Flagellar-associated PapD-like, putative",protein coding,Tb927.11.6050,N/A
Tb927.11.6060,"Tb927_11_v5.1:1,713,786..1,715,542(-)","major facilitator superfamily, putative",protein coding,Tb927.11.6060,N/A
Tb927.11.6070,"Tb927_11_v5.1:1,715,681..1,717,094(-)","hypothetical protein, conserved",protein coding,Tb927.11.6070,N/A
Tb927.11.6080,"Tb927_11_v5.1:1,717,574..1,718,156(-)","hypothetical protein, conserved",protein coding,Tb927.11.6080,N/A
Tb927.11.6090,"Tb927_11_v5.1:1,718,567..1,719,640(-)","tatD related deoxyribonuclease, putative",protein coding,Tb927.11.6090,N/A
Tb927.11.610,"Tb927_11_v5.1:148,250..149,251(-)","hypothetical protein, conserved",protein coding,Tb927.11.610,N/A
Tb927.11.6100,"Tb927_11_v5.1:1,719,934..1,720,937(-)","hypothetical protein, conserved",protein coding,Tb927.11.6100,N/A
Tb927.11.6120,"Tb927_11_v5.1:1,721,415..1,728,451(-)","ABC transporter, putative",protein coding,Tb927.11.6120,N/A
Tb927.11.6130,"Tb927_11_v5.1:1,729,071..1,731,442(-)",SKP1-like protein,protein coding,Tb927.11.6130,N/A
Tb927.11.6140,"Tb927_11_v5.1:1,731,644..1,732,195(-)","40S ribosomal protein S15A, putative",protein coding,Tb927.11.6140,N/A
Tb927.11.6150,"Tb927_11_v5.1:1,732,389..1,734,032(-)","60Kd inner membrane protein, putative",protein coding,Tb927.11.6150,OXA1
Tb927.11.6160,"Tb927_11_v5.1:1,734,176..1,736,731(-)","eukaryotic release factor 3, putative",protein coding,Tb927.11.6160,ERF3
Tb927.11.6170,"Tb927_11_v5.1:1,736,859..1,741,577(-)","protein transport protein SEC31, putative",protein coding,Tb927.11.6170,SEC31
Tb927.11.6180,"Tb927_11_v5.1:1,742,400..1,742,952(-)","60S ribosomal protein L28, putative",protein coding,Tb927.11.6180,N/A
Tb927.11.6190,"Tb927_11_v5.1:1,743,102..1,743,832(-)","hypothetical protein, conserved",protein coding,Tb927.11.6190,N/A
Tb927.11.620,"Tb927_11_v5.1:149,509..153,462(-)",Regulatory-associated protein of TOR1,protein coding,Tb927.11.620,Raptor
Tb927.11.6200,"Tb927_11_v5.1:1,743,967..1,744,519(-)","60S ribosomal protein L28, putative",protein coding,Tb927.11.6200,N/A
Tb927.11.6210,"Tb927_11_v5.1:1,744,669..1,747,868(-)",Lanosterol 14-alpha demethylase,protein coding,Tb927.11.6210,CYP51
Tb927.11.6220,"Tb927_11_v5.1:1,748,354..1,751,339(-)",Palmitoyl acyltransferase 7,protein coding,Tb927.11.6220,PAT7
Tb927.11.6230,"Tb927_11_v5.1:1,753,966..1,755,611(-)","protein transport protein SEC61 subunit alpha, putative",protein coding,Tb927.11.6230,N/A
Tb927.11.6240,"Tb927_11_v5.1:1,757,722..1,759,908(-)","hypothetical protein, conserved",protein coding,Tb927.11.6240,N/A
Tb927.11.6250,"Tb927_11_v5.1:1,760,029..1,761,417(-)","Mitochondrial ATP synthase subunit, putative",protein coding,Tb927.11.6250,N/A
Tb927.11.6260,"Tb927_11_v5.1:1,761,549..1,764,891(-)","hypothetical protein, conserved",protein coding,Tb927.11.6260,N/A
Tb927.11.6270,"Tb927_11_v5.1:1,765,003..1,767,260(-)","inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative",protein coding,Tb927.11.6270,PIP5Pase1
Tb927.11.6280,"Tb927_11_v5.1:1,767,587..1,771,147(-)",pyruvate phosphate dikinase,protein coding,Tb927.11.6280,PPDK
Tb927.11.6290,"Tb927_11_v5.1:1,771,280..1,772,110(-)","HIT zinc finger, putative",protein coding,Tb927.11.6290,N/A
Tb927.11.630,"Tb927_11_v5.1:154,047..158,869(-)",RNA polymerase I second largest subunit,protein coding,Tb927.11.630,RPA135
Tb927.11.6300,"Tb927_11_v5.1:1,772,251..1,772,908(-)","40S ribosomal protein S5, putative",protein coding,Tb927.11.6300,N/A
Tb927.11.6310,"Tb927_11_v5.1:1,773,138..1,774,012(-)","hypothetical protein, conserved",protein coding,Tb927.11.6310,N/A
Tb927.11.6320,"Tb927_11_v5.1:1,776,729..1,778,210(-)",MRB1-associated protein,protein coding,Tb927.11.6320,N/A
Tb927.11.6330,"Tb927_11_v5.1:1,778,323..1,783,062(-)",6-phosphogluconolactonase,protein coding,Tb927.11.6330,6PGL
Tb927.11.6340,"Tb927_11_v5.1:1,783,216..1,784,850(-)","PUB domain containing protein, putative",protein coding,Tb927.11.6340,N/A
Tb927.11.6350,"Tb927_11_v5.1:1,785,113..1,789,003(-)","AAA ATPase, putative",protein coding,Tb927.11.6350,N/A
Tb927.11.6360,"Tb927_11_v5.1:1,789,575..1,790,237(-)","60S ribosomal protein L24, putative",protein coding,Tb927.11.6360,N/A
Tb927.11.6370,"Tb927_11_v5.1:1,790,783..1,793,749(-)","leucine-rich repeat protein (LRRP), putative",protein coding,Tb927.11.6370,N/A
Tb927.11.6380,"Tb927_11_v5.1:1,794,161..1,795,100(-)","hypothetical protein, conserved",protein coding,Tb927.11.6380,N/A
Tb927.11.6390,"Tb927_11_v5.1:1,796,497..1,797,708(-)","START domain containing protein, putative",protein coding,Tb927.11.6390,N/A
Tb927.11.640,"Tb927_11_v5.1:158,972..160,140(-)","Pentatricopeptide repeat protein (PPR), putative",protein coding,Tb927.11.640,N/A
Tb927.11.6400,"Tb927_11_v5.1:1,798,875..1,802,066(-)","kinesin, putative",protein coding,Tb927.11.6400,N/A
Tb927.11.6410,"Tb927_11_v5.1:1,802,687..1,807,213(-)",regulator of nonsense transcripts 2,protein coding,Tb927.11.6410,UPF2
Tb927.11.6420,"Tb927_11_v5.1:1,807,487..1,812,015(-)","hypothetical protein, conserved",protein coding,Tb927.11.6420,N/A
Tb927.11.6430,"Tb927_11_v5.1:1,813,353..1,817,796(-)","hypothetical protein, conserved",protein coding,Tb927.11.6430,N/A
Tb927.11.6440,"Tb927_11_v5.1:1,818,005..1,822,962(-)","hypothetical protein, conserved",protein coding,Tb927.11.6440,N/A
Tb927.11.6450,"Tb927_11_v5.1:1,822,762..1,825,021(-)","Serine incorporator (Serinc), putative",protein coding,Tb927.11.6450,N/A
Tb927.11.6460,"Tb927_11_v5.1:1,825,897..1,828,885(-)","hypothetical protein, conserved",protein coding,Tb927.11.6460,N/A
Tb927.11.6470,"Tb927_11_v5.1:1,829,009..1,829,826(-)",MICOS complex subunit MIC16,protein coding,Tb927.11.6470,MIC16
Tb927.11.6480,"Tb927_11_v5.1:1,829,950..1,832,337(-)","FHA domain containing protein, putative",protein coding,Tb927.11.6480,N/A
Tb927.11.6490,"Tb927_11_v5.1:1,832,439..1,833,266(-)","hypothetical protein, conserved",protein coding,Tb927.11.6490,N/A
Tb927.11.650,"Tb927_11_v5.1:160,297..160,811(-)",mediator of rna polymerase ii transcription subunit 5,protein coding,Tb927.11.650,MED-T5
Tb927.11.6500,"Tb927_11_v5.1:1,833,484..1,834,344(-)","40S ribosomal protein S21, putative",protein coding,Tb927.11.6500,N/A
Tb927.11.6510,"Tb927_11_v5.1:1,834,485..1,835,187(-)","40S ribosomal protein S21, putative",protein coding,Tb927.11.6510,N/A
Tb927.11.6520,"Tb927_11_v5.1:1,835,291..1,836,125(-)","hypothetical protein, conserved",protein coding,Tb927.11.6520,N/A
Tb927.11.6530,"Tb927_11_v5.1:1,836,934..1,838,254(-)","hypothetical protein, conserved",protein coding,Tb927.11.6530,N/A
Tb927.11.6540,"Tb927_11_v5.1:1,838,654..1,840,328(-)","hypothetical protein, conserved",protein coding,Tb927.11.6540,N/A
Tb927.11.6550,"Tb927_11_v5.1:1,841,404..1,843,897(-)",PUF nine target 1,protein coding,Tb927.11.6550,PNT1
Tb927.11.6560,"Tb927_11_v5.1:1,844,074..1,845,707(-)","Centriole protein POC11, putative",protein coding,Tb927.11.6560,POC11
Tb927.11.6565,"Tb927_11_v5.1:1,845,873..1,846,370(-)",hypothetical protein,protein coding,Tb927.11.6565,N/A
Tb927.11.6570,"Tb927_11_v5.1:1,847,068..1,849,671(-)","Nodulin-like, putative",protein coding,Tb927.11.6570,N/A
Tb927.11.6580,"Tb927_11_v5.1:1,849,785..1,852,153(-)","hypothetical protein, conserved",protein coding,Tb927.11.6580,N/A
Tb927.11.6590,"Tb927_11_v5.1:1,852,358..1,855,046(-)","metallo-peptidase, Clan MF, Family M17",protein coding,Tb927.11.6590,N/A
Tb927.11.660,"Tb927_11_v5.1:161,017..162,611(-)",predicted zinc finger protein,protein coding,Tb927.11.660,N/A
Tb927.11.6600,"Tb927_11_v5.1:1,859,694..1,866,581(-)","conserved protein, unknown function",protein coding,Tb927.11.6600,N/A
Tb927.11.6610,"Tb927_11_v5.1:1,866,698..1,867,861(-)","hypothetical protein, conserved",protein coding,Tb927.11.6610,N/A
Tb927.11.6620,"Tb927_11_v5.1:1,867,980..1,869,443(-)",Nucleolar protein 47,protein coding,Tb927.11.6620,NOP47
Tb927.11.6630,"Tb927_11_v5.1:1,869,603..1,872,274(-)","3-methylcrotonoyl-CoA carboxylase beta subunit, putative",protein coding,Tb927.11.6630,N/A
Tb927.11.6640,"Tb927_11_v5.1:1,872,384..1,873,468(-)","cytochrome b5, putative",protein coding,Tb927.11.6640,CYB5
Tb927.11.665,"Tb927_11_v5.1:162,731..163,402(-)",hypothetical protein,protein coding,Tb927.11.665,N/A
Tb927.11.6650,"Tb927_11_v5.1:1,873,591..1,879,381(-)",hypothetical protein,protein coding,Tb927.11.6650,N/A
Tb927.11.6660,"Tb927_11_v5.1:1,880,004..1,883,022(-)","Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative",protein coding,Tb927.11.6660,N/A
Tb927.11.6670,"Tb927_11_v5.1:1,883,111..1,885,544(-)","hypothetical protein, conserved",protein coding,Tb927.11.6670,N/A
Tb927.11.6680,"Tb927_11_v5.1:1,885,709..1,888,289(-)","amino acid permease/transporter, putative",protein coding,Tb927.11.6680,N/A
Tb927.11.6690,"Tb927_11_v5.1:1,889,244..1,890,482(-)","NEK family Serine/threonine-protein kinase, putative",protein coding,Tb927.11.6690,N/A
Tb927.11.670,"Tb927_11_v5.1:163,719..165,482(-)",epsinR,protein coding,Tb927.11.670,N/A
Tb927.11.6700,"Tb927_11_v5.1:1,890,636..1,892,394(-)","hypothetical protein, conserved",protein coding,Tb927.11.6700,N/A
Tb927.11.6710,"Tb927_11_v5.1:1,892,522..1,893,773(-)",predicted tetratricopeptide repeat (TPR) protein,protein coding,Tb927.11.6710,N/A
Tb927.11.6720,"Tb927_11_v5.1:1,894,008..1,897,334(-)","mRNA cap guanine-N7 methyltransferase, putative",protein coding,Tb927.11.6720,N/A
Tb927.11.6730,"Tb927_11_v5.1:1,898,343..1,898,930(-)",hypothetical protein,protein coding,Tb927.11.6730,N/A
Tb927.11.6740,"Tb927_11_v5.1:1,903,707..1,905,769(-)","pumilio/PUF RNA binding protein 10, putative",protein coding,Tb927.11.6740,PUF10
Tb927.11.6750,"Tb927_11_v5.1:1,906,307..1,908,157(-)","DNA ligase, putative",protein coding,Tb927.11.6750,N/A
Tb927.11.6760,"Tb927_11_v5.1:1,908,271..1,910,623(-)","leucine-rich repeat protein (LRRP), putative",protein coding,Tb927.11.6760,N/A
Tb927.11.6770,"Tb927_11_v5.1:1,910,907..1,913,175(-)","hypothetical protein, conserved",protein coding,Tb927.11.6770,N/A
Tb927.11.6780,"Tb927_11_v5.1:1,913,325..1,915,110(-)","regulator of chromatin condensation, putative",protein coding,Tb927.11.6780,N/A
Tb927.11.6790,"Tb927_11_v5.1:1,915,589..1,917,943(-)",Nucleolar protein 89,protein coding,Tb927.11.6790,NOP89
Tb927.11.680,"Tb927_11_v5.1:165,631..166,202(-)","ribosomal protein L21E (60S), putative",protein coding,Tb927.11.680,N/A
Tb927.11.6800,"Tb927_11_v5.1:1,918,065..1,919,517(-)","hypothetical protein, conserved",protein coding,Tb927.11.6800,N/A
Tb927.11.6810,"Tb927_11_v5.1:1,920,877..1,923,832(-)","tubulin-tyrsoine ligase-like protein, putative",protein coding,Tb927.11.6810,TTL
Tb927.11.6820,"Tb927_11_v5.1:1,923,956..1,925,794(-)","hypothetical protein, conserved",protein coding,Tb927.11.6820,N/A
Tb927.11.6830,"Tb927_11_v5.1:1,925,930..1,929,286(-)","Domain of unknown function(DUF2779), putative",protein coding,Tb927.11.6830,N/A
Tb927.11.6840,"Tb927_11_v5.1:1,929,909..1,931,558(-)","hypothetical protein, conserved",protein coding,Tb927.11.6840,N/A
Tb927.11.6850,"Tb927_11_v5.1:1,931,749..1,932,873(-)","Optic atrophy 3 protein (OPA3), putative",protein coding,Tb927.11.6850,N/A
Tb927.11.6860,"Tb927_11_v5.1:1,932,710..1,935,712(-)",hypothetical protein,protein coding,Tb927.11.6860,N/A
Tb927.11.6870,"Tb927_11_v5.1:1,934,227..1,936,899(-)",14-3-3 protein 2,protein coding,Tb927.11.6870,14-3-3-II
Tb927.11.6890,"Tb927_11_v5.1:1,938,652..1,942,238(-)",DNA repair and recombination helicase protein PIF1,protein coding,Tb927.11.6890,PIF1
Tb927.11.690,"Tb927_11_v5.1:166,593..168,725(-)","hypothetical protein, conserved",protein coding,Tb927.11.690,N/A
Tb927.11.6900,"Tb927_11_v5.1:1,942,960..1,946,968(-)",DNA repair and recombination helicase protein PIF2,protein coding,Tb927.11.6900,PIF2
Tb927.11.6910,"Tb927_11_v5.1:1,947,384..1,950,664(-)","hypothetical protein, conserved",protein coding,Tb927.11.6910,N/A
Tb927.11.6920,"Tb927_11_v5.1:1,951,187..1,956,229(-)","hypothetical protein, conserved",protein coding,Tb927.11.6920,N/A
Tb927.11.6930,"Tb927_11_v5.1:1,956,360..1,957,201(-)","Sec20, putative",protein coding,Tb927.11.6930,N/A
Tb927.11.6940,"Tb927_11_v5.1:1,957,689..1,958,870(-)","hypothetical protein, conserved",protein coding,Tb927.11.6940,N/A
Tb927.11.6950,"Tb927_11_v5.1:1,959,042..1,959,701(-)",hypothetical protein,protein coding,Tb927.11.6950,N/A
Tb927.11.6960,"Tb927_11_v5.1:1,959,751..1,961,521(-)","ATG16/SAP18/CVT11/APG16, putative",protein coding,Tb927.11.6960,ATG16
Tb927.11.6970,"Tb927_11_v5.1:1,961,993..1,963,206(-)",NADH-cytochrome b5 reductase-like protein,protein coding,Tb927.11.6970,N/A
